"SER
NO","DIST
CODE",DISTRICT_NAME,"EA
CODE",EA_NAME,"SCTY
CODE",SCOUNTY_NAME,"PAR
CODE",PARISH NAME,"PS
CODE",PS NAME,"NO OF
FEMALES",NO OF MALES,,"EC VOTER
COUNTS",ANALYZED VOTER COUNT
201,01,APAC,003,MARUZI COUNTY,03,APAC TOWN COUNCIL,13,WESTERN WARD,02,APAC P.7 SCHOOL,340,320,,661,660
202,01,APAC,003,MARUZI COUNTY,03,APAC TOWN COUNCIL,13,WESTERN WARD,03,TEMOGO A,301,255,,556,556
203,01,APAC,003,MARUZI COUNTY,03,APAC TOWN COUNCIL,13,WESTERN WARD,04,TEMOGO B,137,110,,248,247
204,01,APAC,003,MARUZI COUNTY,03,APAC TOWN COUNCIL,13,WESTERN WARD,05,BARODONG,297,262,,560,559
205,01,APAC,003,MARUZI COUNTY,03,APAC TOWN COUNCIL,13,WESTERN WARD,06,AROCHA P.7 SCHOOL B,140,98,,238,238
206,01,APAC,003,MARUZI COUNTY,04,CHEGERE,14,KIDILANI,01,KIDILANI P.7 SCHOOL,433,375,,808,808
207,01,APAC,003,MARUZI COUNTY,04,CHEGERE,14,KIDILANI,02,ADIR P.7 SCHOOL,347,318,,665,665
208,01,APAC,003,MARUZI COUNTY,04,CHEGERE,14,KIDILANI,03,ABEDI P.7 SCHOOL,366,328,,694,694
209,01,APAC,003,MARUZI COUNTY,04,CHEGERE,15,CHEGERE,01,ADYEGI‐IBANA,307,263,,570,570
210,01,APAC,003,MARUZI COUNTY,04,CHEGERE,15,CHEGERE,02,CHEGERE P.7 SCHOOL,329,277,,606,606
211,01,APAC,003,MARUZI COUNTY,04,CHEGERE,15,CHEGERE,03,ABUTABER P.7 SCHOOL,387,389,,776,776
212,01,APAC,003,MARUZI COUNTY,04,CHEGERE,15,CHEGERE,04,ANGEKI BOREHOLE,179,146,,325,325
213,01,APAC,003,MARUZI COUNTY,04,CHEGERE,16,ATIGOLWOK,01,"CHEGERE ANNEX P7
SCHOOL",401,371,,772,772
214,01,APAC,003,MARUZI COUNTY,04,CHEGERE,16,ATIGOLWOK,03,CHEGERE S.S.,467,427,,894,894
215,01,APAC,003,MARUZI COUNTY,04,CHEGERE,17,BARODILO,01,BARODILO P.7 SCHOOL,251,230,,481,481
216,01,APAC,003,MARUZI COUNTY,04,CHEGERE,17,BARODILO,02,AJO‐ODUR,215,177,,392,392
217,01,APAC,003,MARUZI COUNTY,04,CHEGERE,17,BARODILO,03,ACOK BOREHOLE,253,240,,494,493
218,01,APAC,003,MARUZI COUNTY,04,CHEGERE,18,TEBOKE,01,TEBOKE P.7 SCHOOL,252,230,,482,482
219,01,APAC,003,MARUZI COUNTY,04,CHEGERE,18,TEBOKE,02,ABOLO P7,356,329,,685,685
220,01,APAC,003,MARUZI COUNTY,04,CHEGERE,18,TEBOKE,03,"OKWELE MEMORIAL
NURSERY& PRI SCH",249,243,,492,492
"SER
NO","DIST
CODE",DISTRICT_NAME,"EA
CODE",EA_NAME,"SCTY
CODE",SCOUNTY_NAME,"PAR
CODE",PARISH NAME,"PS
CODE",PS NAME,"NO OF
FEMALES",NO OF MALES,,"VOTER
COUNTS", 
221,01,APAC,003,MARUZI COUNTY,04,CHEGERE,26,ILEE,01,"ILEE ANNEX PRIMARY
SCHOOL",272,240,,512,512
222,01,APAC,003,MARUZI COUNTY,04,CHEGERE,26,ILEE,02,ILEE  P  7   SCHOOL,366,358,,724,724
223,01,APAC,003,MARUZI COUNTY,04,CHEGERE,28,ADEM,01,ADEM P.7 SCHOOL,344,310,,654,654
224,01,APAC,003,MARUZI COUNTY,04,CHEGERE,28,ADEM,02,ATEK ST ANDREW,411,349,,761,760
225,01,APAC,003,MARUZI COUNTY,04,CHEGERE,29,AGONG,01,"AGONG TRADING
CENTRE",282,281,,563,563
226,01,APAC,003,MARUZI COUNTY,04,CHEGERE,29,AGONG,02,ADWONGMOM,173,190,,363,363
227,01,APAC,003,MARUZI COUNTY,04,CHEGERE,30,OLOLANGO,01,"OKUTAGWE P.7
SCHOOL",201,183,,384,384
228,01,APAC,003,MARUZI COUNTY,04,CHEGERE,30,OLOLANGO,02,"OLOLANGO P.7.
SCHOOL",355,332,,687,687
229,01,APAC,003,MARUZI COUNTY,04,CHEGERE,30,OLOLANGO,03,"DOLOWELO NUSERY
SCHOOL",170,182,,352,352
230,01,APAC,003,MARUZI COUNTY,04,CHEGERE,31,ONGICA,01,AJALIA MARKET,208,185,,393,393
231,01,APAC,003,MARUZI COUNTY,04,CHEGERE,31,ONGICA,02,"ATIGOLWOK P.7
SCHOOL",367,297,,664,664
232,01,APAC,003,MARUZI COUNTY,04,CHEGERE,31,ONGICA,03,ONGICA P.7 SCHOO,271,257,,528,528
233,01,APAC,003,MARUZI COUNTY,05,IBUJE,19,AGANGA,01,ALWALA,331,322,,654,653
234,01,APAC,003,MARUZI COUNTY,05,IBUJE,19,AGANGA,02,"AGANGA COMMUNITY
CENTRE",241,240,,482,481
235,01,APAC,003,MARUZI COUNTY,05,IBUJE,19,AGANGA,03,WAITUMBA MARKET,205,160,,367,365
236,01,APAC,003,MARUZI COUNTY,05,IBUJE,19,AGANGA,04,IGOTI,351,344,,699,695
237,01,APAC,003,MARUZI COUNTY,05,IBUJE,20,TAROGALI,01,CHAKALI P.7 SCHOOL A,295,281,,576,576
238,01,APAC,003,MARUZI COUNTY,05,IBUJE,20,TAROGALI,02,ALENGA P.7 SCHOOL,453,390,,844,843
239,01,APAC,003,MARUZI COUNTY,05,IBUJE,20,TAROGALI,03,TAROGALI P.7 SCHOOL,434,390,,825,824
240,01,APAC,003,MARUZI COUNTY,05,IBUJE,20,TAROGALI,04,CHAKALI P.7 SCHOOL B,229,203,,433,432
"SER
NO","DIST
CODE",DISTRICT_NAME,"EA
CODE",EA_NAME,"SCTY
CODE",SCOUNTY_NAME,"PAR
CODE",PARISH NAME,"PS
CODE",PS NAME,"NO OF
FEMALES",NO OF MALES,,"VOTER
COUNTS", 
241,01,APAC,003,MARUZI COUNTY,05,IBUJE,21,AKETO,01,OMULU AKERE OJAA,323,278,,606,601
242,01,APAC,003,MARUZI COUNTY,05,IBUJE,21,AKETO,02,BOKE P.7 SCHOOL,199,177,,379,376
243,01,APAC,003,MARUZI COUNTY,05,IBUJE,21,AKETO,03,GINNERY,294,267,,561,561
244,01,APAC,003,MARUZI COUNTY,05,IBUJE,21,AKETO,04,OJAA,246,247,,498,493
245,01,APAC,003,MARUZI COUNTY,05,IBUJE,21,AKETO,05,PIDA,315,255,,573,570
246,01,APAC,003,MARUZI COUNTY,05,IBUJE,22,AMII,01,IBUJE S.S,277,243,,520,520
247,01,APAC,003,MARUZI COUNTY,05,IBUJE,22,AMII,02,ALADO AID POST,399,354,,753,753
248,01,APAC,003,MARUZI COUNTY,05,IBUJE,22,AMII,03,"IBUJE SUB COUNTY
HQTRS",309,273,,582,582
249,01,APAC,003,MARUZI COUNTY,05,IBUJE,23,ALWOROCENG,01,ALEK‐OLIL P.7 SCHOOL,489,405,,897,894
250,01,APAC,003,MARUZI COUNTY,05,IBUJE,23,ALWOROCENG,02,APELE P.7 SCHOOL,424,378,,804,802
251,01,APAC,003,MARUZI COUNTY,05,IBUJE,23,ALWOROCENG,03,"ALWOROCENG P.7
SCHOOL",277,220,,501,497
252,01,APAC,003,MARUZI COUNTY,05,IBUJE,23,ALWOROCENG,04,"AJODYEK TRADING
CENTER",188,182,,371,370
253,01,APAC,003,MARUZI COUNTY,05,IBUJE,23,ALWOROCENG,05,"AMIA MOLA TRADING
CENTER",226,185,,413,411
254,01,APAC,003,MARUZI COUNTY,05,IBUJE,23,ALWOROCENG,06,OBALIA CHAPEL,193,150,,344,343
255,01,APAC,003,MARUZI COUNTY,05,IBUJE,25,AMILO,01,APALAMIO,221,177,,398,398
256,01,APAC,003,MARUZI COUNTY,05,IBUJE,25,AMILO,02,"TEITEK TRADING
CENTER",327,305,,632,632
257,01,APAC,003,MARUZI COUNTY,05,IBUJE,25,AMILO,03,AMILO P7 SCHOOL,346,315,,661,661
258,01,APAC,003,MARUZI COUNTY,05,IBUJE,25,AMILO,04,AMOCAL P.7 SCHOOL,340,309,,649,649
259,01,APAC,003,MARUZI COUNTY,05,IBUJE,25,AMILO,05,AMII CENTER,287,245,,533,532
260,02,ARUA,007,AYIVU COUNTY,01,ADUMI,01,ANYARA,03,KIGO TRADING CENTRE,466,384,,850,850
"SER
NO","DIST
CODE",DISTRICT_NAME,"EA
CODE",EA_NAME,"SCTY
CODE",SCOUNTY_NAME,"PAR
CODE",PARISH NAME,"PS
CODE",PS NAME,"NO OF
FEMALES",NO OF MALES,,"VOTER
COUNTS", 
261,02,ARUA,007,AYIVU COUNTY,01,ADUMI,01,ANYARA,04,"ADUMI SECONDRARY
SCHOOL",133,111,,244,244
262,02,ARUA,007,AYIVU COUNTY,01,ADUMI,01,ANYARA,05,"COPE CENTRE PRIMARY
SCHOOL",404,318,,722,722
263,02,ARUA,007,AYIVU COUNTY,01,ADUMI,02,KATI,01,"OZU PRIMARY SCHOOL
(A‐D)",244,229,,473,473
264,02,ARUA,007,AYIVU COUNTY,01,ADUMI,02,KATI,04,"KOVA PRIMARY
SCHOOL",324,250,,574,574
265,02,ARUA,007,AYIVU COUNTY,01,ADUMI,02,KATI,05,"OZU PRIMARY SCHOOL
(E‐Z)",304,202,,506,506
266,02,ARUA,007,AYIVU COUNTY,01,ADUMI,02,KATI,06,OUKO MARKERT,452,318,,770,770
267,02,ARUA,007,AYIVU COUNTY,01,ADUMI,05,MITE,01,"LIA TRADING CENTRE (A‐
D)",275,345,,620,620
268,02,ARUA,007,AYIVU COUNTY,01,ADUMI,05,MITE,02,"EKU PRIMARY SCHOOL
(A‐D)",180,228,,408,408
269,02,ARUA,007,AYIVU COUNTY,01,ADUMI,05,MITE,03,OLEDRI CENTRE,285,274,,559,559
270,02,ARUA,007,AYIVU COUNTY,01,ADUMI,05,MITE,04,"EKU PRIMARY SCHOOL
(E‐Z)",250,265,,515,515
271,02,ARUA,007,AYIVU COUNTY,01,ADUMI,05,MITE,05,"YETEMAYE PRIMARY
SCHOOL",205,250,,455,455
272,02,ARUA,007,AYIVU COUNTY,01,ADUMI,05,MITE,06,"LIA TRADING CENTRE (E‐
Z)",374,320,,694,694
273,02,ARUA,007,AYIVU COUNTY,01,ADUMI,05,MITE,07,OJE PRIMARY SCHOOL,108,104,,212,212
274,02,ARUA,007,AYIVU COUNTY,01,ADUMI,06,NYIOVURA,01,"NYIO PRIMARY SCHOOL
(A‐D)",245,260,,505,505
275,02,ARUA,007,AYIVU COUNTY,01,ADUMI,06,NYIOVURA,02,"ARIPEZU PRIMARY
SCHOOL (A‐D)",250,194,,444,444
276,02,ARUA,007,AYIVU COUNTY,01,ADUMI,06,NYIOVURA,04,"ONIVU CHURCH OF
UGANDA",235,237,,472,472
277,02,ARUA,007,AYIVU COUNTY,01,ADUMI,06,NYIOVURA,05,"NYIO PRIMARY SCHOOL
(E‐Z)",329,289,,618,618
278,02,ARUA,007,AYIVU COUNTY,01,ADUMI,06,NYIOVURA,06,EWANYAPA MARKET,323,298,,621,621
279,02,ARUA,007,AYIVU COUNTY,01,ADUMI,06,NYIOVURA,07,"DRICILI PRIMARY
SCHOOL",395,413,,808,808
280,02,ARUA,007,AYIVU COUNTY,01,ADUMI,06,NYIOVURA,08,"ARIPEZU PRIMARY
SCHOOL (E‐Z)",261,198,,459,459
"SER
NO","DIST
CODE",DISTRICT_NAME,"EA
CODE",EA_NAME,"SCTY
CODE",SCOUNTY_NAME,"PAR
CODE",PARISH NAME,"PS
CODE",PS NAME,"NO OF
FEMALES",NO OF MALES,,"VOTER
COUNTS", 
281,02,ARUA,007,AYIVU COUNTY,01,ADUMI,07,OMBACHI,01,OPEBAKU CHURCH,135,79,,214,214
282,02,ARUA,007,AYIVU COUNTY,01,ADUMI,07,OMBACHI,02,"ORIA TRADING CENTRE
(A‐D)",290,278,,568,568
283,02,ARUA,007,AYIVU COUNTY,01,ADUMI,07,OMBACHI,04,"ENDRU PRIMARY
SCHOOL",463,363,,826,826
284,02,ARUA,007,AYIVU COUNTY,01,ADUMI,07,OMBACHI,05,"ORIA TRADING CENTRE
(E‐Z)",329,274,,603,603
285,02,ARUA,007,AYIVU COUNTY,01,ADUMI,07,OMBACHI,06,"ADUMI SUB‐COUNTY
HQTRS",336,274,,610,610
286,02,ARUA,007,AYIVU COUNTY,02,AROI,08,ALIBA,01,ONYIWERE C.O.U,473,402,,879,875
287,02,ARUA,007,AYIVU COUNTY,02,AROI,08,ALIBA,02,RAKAI T/C,89,81,,171,170
288,02,ARUA,007,AYIVU COUNTY,02,AROI,08,ALIBA,03,"EKARAKATE  CATHOLIC
CHURCH",299,278,,577,577
289,02,ARUA,007,AYIVU COUNTY,02,AROI,09,ALIVU,01,"ALARAVA CHURCH OF
UGANDA (A‐D)",250,212,,467,462
290,02,ARUA,007,AYIVU COUNTY,02,AROI,09,ALIVU,02,"DRIWALA CHURCH OF
UGANDA",236,184,,421,420
291,02,ARUA,007,AYIVU COUNTY,02,AROI,09,ALIVU,03,"AROI CATHOLIC
CHURCH",290,217,,508,507
292,02,ARUA,007,AYIVU COUNTY,02,AROI,09,ALIVU,04,"ALARAVA CHURCH OF
UGANDA (E‐Z)",258,208,,471,466
293,02,ARUA,007,AYIVU COUNTY,02,AROI,10,BURA,01,"ARICENI TRADING
CENTRE (A‐D)",225,212,,442,437
294,02,ARUA,007,AYIVU COUNTY,02,AROI,10,BURA,02,MICU P/SCHOOL,407,351,,765,758
295,02,ARUA,007,AYIVU COUNTY,02,AROI,10,BURA,03,"ANGUNIZI CATHOLIC
CHURCH",300,243,,547,543
296,02,ARUA,007,AYIVU COUNTY,02,AROI,10,BURA,04,"ARICENI TRADING
CENTRE (E‐Z)",254,229,,485,483
297,02,ARUA,007,AYIVU COUNTY,02,AROI,14,MICU,01,"OMBADEREKU P.7
SCHOOL",419,338,,757,757
298,02,ARUA,007,AYIVU COUNTY,02,AROI,14,MICU,02,"AJIRIKOLI TRADING
CENTRE",361,346,,708,707
299,02,ARUA,007,AYIVU COUNTY,02,AROI,14,MICU,03,DRISI CHAPEL,283,223,,506,506
300,02,ARUA,007,AYIVU COUNTY,02,AROI,14,MICU,04,"ONEZU CATHOLIC
CHURCH",216,207,,423,423
"SER
NO","DIST
CODE",DISTRICT_NAME,"EA
CODE",EA_NAME,"SCTY
CODE",SCOUNTY_NAME,"PAR
CODE",PARISH NAME,"PS
CODE",PS NAME,"NO OF
FEMALES",NO OF MALES,,"VOTER
COUNTS", 
301,02,ARUA,007,AYIVU COUNTY,02,AROI,37,ROBU,01,EBIA T/C,354,254,,608,608
302,02,ARUA,007,AYIVU COUNTY,02,AROI,37,ROBU,03,ALIBA P/SCHOOL,221,182,,405,403
303,02,ARUA,007,AYIVU COUNTY,02,AROI,37,ROBU,04,"AJARA CHURCH OF
UGANDA",401,351,,760,752
304,02,ARUA,007,AYIVU COUNTY,02,AROI,38,KAMULE,01,RUDO CHAPEL (A‐D),252,208,,460,460
305,02,ARUA,007,AYIVU COUNTY,02,AROI,38,KAMULE,03,RUDO CHAPEL (E‐Z),257,203,,460,460
306,02,ARUA,007,AYIVU COUNTY,02,AROI,38,KAMULE,04,ABIRICENDUKU CENTRE,285,208,,493,493
307,02,ARUA,007,AYIVU COUNTY,03,OLUKO,19,NYIO,04,AYAVUNI,457,420,,877,877
308,02,ARUA,007,AYIVU COUNTY,03,OLUKO,19,NYIO,05,OKOMBOLIRUKU MKT,355,315,,670,670
309,02,ARUA,007,AYIVU COUNTY,03,OLUKO,19,NYIO,06,"MUNI PRIMARY
SCHOOL",250,178,,428,428
310,02,ARUA,007,AYIVU COUNTY,03,OLUKO,20,WANDI,03,WANDI C.O.U,298,260,,564,558
311,02,ARUA,007,AYIVU COUNTY,03,OLUKO,20,WANDI,04,ALUA PRIMARY SCHOOL,426,386,,818,812
312,02,ARUA,007,AYIVU COUNTY,03,OLUKO,21,OMBOKORO,02,OKUAMBO MARKET,306,237,,545,543
313,02,ARUA,007,AYIVU COUNTY,03,OLUKO,21,OMBOKORO,03,"OMBOKORO P.7
SCHOOL",291,256,,550,547
314,02,ARUA,007,AYIVU COUNTY,03,OLUKO,21,OMBOKORO,04,"OLUKO SUB COUNTY
HQTRS",404,363,,770,767
315,02,ARUA,007,AYIVU COUNTY,03,OLUKO,22,ONZIVU,01,AWINDRI MARKET (A‐D),505,222,,727,727
316,02,ARUA,007,AYIVU COUNTY,03,OLUKO,22,ONZIVU,02,ONZIVU MARKET,380,238,,618,618
317,02,ARUA,007,AYIVU COUNTY,03,OLUKO,22,ONZIVU,03,AYIBIRI VILLAGE,315,238,,553,553
318,02,ARUA,007,AYIVU COUNTY,03,OLUKO,22,ONZIVU,04,"RAGEM PRIMARY
SCHOOL (A‐C)",345,194,,539,539
319,02,ARUA,007,AYIVU COUNTY,03,OLUKO,22,ONZIVU,05,ASAVA CHAPEL,273,239,,512,512
320,02,ARUA,007,AYIVU COUNTY,03,OLUKO,22,ONZIVU,06,AWINDRI MARKET (E‐Z),437,372,,809,809
"SER
NO","DIST
CODE",DISTRICT_NAME,"EA
CODE",EA_NAME,"SCTY
CODE",SCOUNTY_NAME,"PAR
CODE",PARISH NAME,"PS
CODE",PS NAME,"NO OF
FEMALES",NO OF MALES,,"VOTER
COUNTS", 
321,02,ARUA,007,AYIVU COUNTY,03,OLUKO,22,ONZIVU,07,"RAGEM PRIMARY
SCHOOL (D‐Z)",344,271,,615,615
322,02,ARUA,007,AYIVU COUNTY,03,OLUKO,23,YABIAVOKO,01,"RIKI HEALTH CENTRE (A‐
C)",283,253,,537,536
323,02,ARUA,007,AYIVU COUNTY,03,OLUKO,23,YABIAVOKO,04,"RIKI HEALTH CENTRE (D‐
Z)",298,234,,538,532
324,02,ARUA,007,AYIVU COUNTY,03,OLUKO,23,YABIAVOKO,05,ANIA PRIMARY SCHOOL,222,173,,400,395
325,02,ARUA,007,AYIVU COUNTY,03,OLUKO,23,YABIAVOKO,06,"WHITE TRADING
CENTRE",251,205,,457,456
326,02,ARUA,007,AYIVU COUNTY,03,OLUKO,41,BUNYU,03,"ABIRICAKU CHURCH OF
UGANDA",336,257,,593,593
327,02,ARUA,007,AYIVU COUNTY,03,OLUKO,41,BUNYU,04,OKAIVA T/C,340,293,,633,633
328,02,ARUA,007,AYIVU COUNTY,03,OLUKO,42,TURU,01,OLUKO CENTRE,479,364,,845,843
329,02,ARUA,007,AYIVU COUNTY,03,OLUKO,42,TURU,02,ANIKPALA MARKET,324,259,,588,583
330,02,ARUA,007,AYIVU COUNTY,03,OLUKO,48,ANIPI,02,NYAI TRADING CENTRE,295,248,,546,543
331,02,ARUA,007,AYIVU COUNTY,03,OLUKO,48,ANIPI,03,RIKI PRIMARY SCHOOL,412,360,,775,772
332,02,ARUA,007,AYIVU COUNTY,03,OLUKO,49,AMBEKO,01,"PANGAWA C/U
COMPOUND",234,188,,423,422
333,02,ARUA,007,AYIVU COUNTY,03,OLUKO,49,AMBEKO,02,ETIWA CENTRE,349,317,,670,666
334,02,ARUA,007,AYIVU COUNTY,04,PAJULU,26,ADALAFU,05,ADALAFU CHAPEL,430,310,,740,740
335,02,ARUA,007,AYIVU COUNTY,04,PAJULU,26,ADALAFU,06,ONIALEKU CHURCH,411,238,,649,649
336,02,ARUA,007,AYIVU COUNTY,04,PAJULU,26,ADALAFU,07,AYIVU COUNTY,478,313,,791,791
337,02,ARUA,007,AYIVU COUNTY,04,PAJULU,26,ADALAFU,08,"ONDUPARAKA
PRIMARY SCHOOL",118,118,,236,236
338,02,ARUA,007,AYIVU COUNTY,04,PAJULU,26,ADALAFU,09,"ATEZEKUA TRADING
CENTRE",311,192,,503,503
339,02,ARUA,007,AYIVU COUNTY,04,PAJULU,27,DRIWALA,01,"BAT TRADING CENTRE
(A‐D)",450,264,,714,714
340,02,ARUA,007,AYIVU COUNTY,04,PAJULU,27,DRIWALA,02,"BAT TRADING CENTRE
(E‐Z)",346,330,,676,676
"SER
NO","DIST
CODE",DISTRICT_NAME,"EA
CODE",EA_NAME,"SCTY
CODE",SCOUNTY_NAME,"PAR
CODE",PARISH NAME,"PS
CODE",PS NAME,"NO OF
FEMALES",NO OF MALES,,"VOTER
COUNTS", 
341,02,ARUA,007,AYIVU COUNTY,04,PAJULU,27,DRIWALA,03,"DRIWALA PRIMARY
SCHOOL",387,339,,726,726
342,02,ARUA,007,AYIVU COUNTY,04,PAJULU,27,DRIWALA,04,"JIAKO CHAPEL UNDER
MANGO TREE",332,261,,593,593
343,02,ARUA,007,AYIVU COUNTY,04,PAJULU,28,ETORI,01,"ETORI PRIMARY
SCHOOL",476,423,,899,899
344,02,ARUA,007,AYIVU COUNTY,04,PAJULU,28,ETORI,02,EKARAKAFE C.O.U,513,377,,890,890
345,02,ARUA,007,AYIVU COUNTY,04,PAJULU,28,ETORI,03,ANZISIN CHAPEL,414,335,,749,749
346,02,ARUA,007,AYIVU COUNTY,04,PAJULU,29,ALIVU,02,"MARACHA TRADING
CENTRE",367,270,,639,637
347,02,ARUA,007,AYIVU COUNTY,04,PAJULU,29,ALIVU,03,ADALAFU C.O.U,290,210,,503,500
348,02,ARUA,007,AYIVU COUNTY,04,PAJULU,29,ALIVU,04,"YIGATI TRADING
CENTRE",496,307,,805,803
349,02,ARUA,007,AYIVU COUNTY,04,PAJULU,30,POKEA,01,"MENDOZA TRADING
CENTRE (A‐C)",399,246,,645,645
350,02,ARUA,007,AYIVU COUNTY,04,PAJULU,30,POKEA,02,"ANGUAMANI TRADING
CENTRE",205,185,,390,390
351,02,ARUA,007,AYIVU COUNTY,04,PAJULU,30,POKEA,03,"LULUWIRI TRADING
CENTRE (A‐C)",220,230,,450,450
352,02,ARUA,007,AYIVU COUNTY,04,PAJULU,30,POKEA,04,"KOMITE ISAAC'S
CENTRE",316,265,,581,581
353,02,ARUA,007,AYIVU COUNTY,04,PAJULU,30,POKEA,05,"MENDOZA TRADING
CENTRE (D‐Z)",382,261,,643,643
354,02,ARUA,007,AYIVU COUNTY,04,PAJULU,30,POKEA,06,"LULUWIRI TRADING
CENTRE (D‐Z)",296,221,,517,517
355,02,ARUA,007,AYIVU COUNTY,04,PAJULU,31,ORUGBO,02,ST. ANDREW CHAPEL,224,155,,379,379
356,02,ARUA,007,AYIVU COUNTY,04,PAJULU,31,ORUGBO,03,PAJULU S/CTY HQTRS,340,309,,649,649
357,02,ARUA,007,AYIVU COUNTY,04,PAJULU,31,ORUGBO,04,"URUGBO PRIMARY
SCHOOL",309,267,,576,576
358,02,ARUA,007,AYIVU COUNTY,04,PAJULU,32,YIVU,01,"NYAU NYAU TRADING
CENTRE",450,370,,820,820
359,02,ARUA,007,AYIVU COUNTY,04,PAJULU,32,YIVU,02,ONDRUNDRUA C.O.U,324,267,,591,591
360,02,ARUA,007,AYIVU COUNTY,04,PAJULU,32,YIVU,03,"RUVA PRIMARY
SCHOOL (A‐D)",321,311,,632,632
"SER
NO","DIST
CODE",DISTRICT_NAME,"EA
CODE",EA_NAME,"SCTY
CODE",SCOUNTY_NAME,"PAR
CODE",PARISH NAME,"PS
CODE",PS NAME,"NO OF
FEMALES",NO OF MALES,,"VOTER
COUNTS", 
361,02,ARUA,007,AYIVU COUNTY,04,PAJULU,32,YIVU,04,"RUVA PRIMARY
SCHOOL (E‐Z)",357,260,,617,617
362,02,ARUA,007,AYIVU COUNTY,04,PAJULU,43,KOMITE,01,ANGUCAKU P/STATION,371,287,,658,658
363,02,ARUA,007,AYIVU COUNTY,04,PAJULU,43,KOMITE,02,"EDIOFE BOYS PRIMARY
SCHOOL (A‐C)",349,224,,573,573
364,02,ARUA,007,AYIVU COUNTY,04,PAJULU,43,KOMITE,03,DRUYE C.O.U,142,95,,237,237
365,02,ARUA,007,AYIVU COUNTY,04,PAJULU,43,KOMITE,04,"ANGENOIRE TRADING
CENTRE",391,266,,657,657
366,02,ARUA,007,AYIVU COUNTY,04,PAJULU,43,KOMITE,05,"EDIOFE BOYS PRIMARY
SCHOOL (D‐Z)",366,231,,597,597
367,02,ARUA,007,AYIVU COUNTY,04,PAJULU,44,NYARACU,01,NYARACU (A‐D),283,264,,547,547
368,02,ARUA,007,AYIVU COUNTY,04,PAJULU,44,NYARACU,03,NYARACU (E‐Z),304,219,,523,523
369,02,ARUA,007,AYIVU COUNTY,05,MANIBE,11,ELEKU,02,"AGOROVU CATHOLIC
CHURCH",188,112,,300,300
370,02,ARUA,007,AYIVU COUNTY,05,MANIBE,11,ELEKU,03,LIRIA MARKET,374,343,,717,717
371,02,ARUA,007,AYIVU COUNTY,05,MANIBE,11,ELEKU,04,"ELEKU PRIMARY
SCHOOL",474,352,,826,826
372,02,ARUA,007,AYIVU COUNTY,05,MANIBE,12,ODRAVU,01,"SARUA TRADING
CENTRE",363,281,,644,644
373,02,ARUA,007,AYIVU COUNTY,05,MANIBE,12,ODRAVU,02,DRADENI CHAPEL (A‐C),235,233,,468,468
374,02,ARUA,007,AYIVU COUNTY,05,MANIBE,12,ODRAVU,03,DRADENI CHAPEL (D‐Z),239,227,,466,466
375,02,ARUA,007,AYIVU COUNTY,05,MANIBE,13,LUFE,01,"AMVUA CATHOLIC PRI.
SCHOOL",153,131,,284,284
376,02,ARUA,007,AYIVU COUNTY,05,MANIBE,13,LUFE,02,"NDROWUSI MARKET (A‐
C)",326,277,,603,603
377,02,ARUA,007,AYIVU COUNTY,05,MANIBE,13,LUFE,03,"NDROWUSI MARKET (D‐
Z)",336,206,,542,542
378,02,ARUA,007,AYIVU COUNTY,05,MANIBE,13,LUFE,04,"OJIPAKU PRIMARY
SCHOOL",407,398,,805,805
379,02,ARUA,007,AYIVU COUNTY,05,MANIBE,15,OMBACHI,01,ARICHENI MARKET (A‐C),252,229,,482,481
380,02,ARUA,007,AYIVU COUNTY,05,MANIBE,15,OMBACHI,04,ARICHENI MARKET (D‐Z),308,240,,552,548
"SER
NO","DIST
CODE",DISTRICT_NAME,"EA
CODE",EA_NAME,"SCTY
CODE",SCOUNTY_NAME,"PAR
CODE",PARISH NAME,"PS
CODE",PS NAME,"NO OF
FEMALES",NO OF MALES,,"VOTER
COUNTS", 
381,02,ARUA,007,AYIVU COUNTY,05,MANIBE,15,OMBACHI,05,"AGUPIDIYO MRKT
CENTRE",282,223,,507,505
382,02,ARUA,007,AYIVU COUNTY,05,MANIBE,16,OREKU,02,ST. PETER'S CHURCH,387,309,,696,696
383,02,ARUA,007,AYIVU COUNTY,05,MANIBE,16,OREKU,03,"OREKU PRIMARY
SCHOOL",229,190,,419,419
384,02,ARUA,007,AYIVU COUNTY,05,MANIBE,16,OREKU,04,OREKU MOSQUE,492,386,,878,878
385,02,ARUA,007,AYIVU COUNTY,05,MANIBE,39,EWADRI,01,"EWADRI PRIMARY
SCHOOL",414,381,,800,795
386,02,ARUA,007,AYIVU COUNTY,05,MANIBE,39,EWADRI,02,UPPER MERID T/C,172,143,,317,315
387,02,ARUA,007,AYIVU COUNTY,05,MANIBE,39,EWADRI,03,ARIEPI CHAPEL P/S,346,303,,654,649
388,02,ARUA,007,AYIVU COUNTY,05,MANIBE,40,OMBOKORO,01,"OLUODRI TRADING
CENTRE",289,231,,523,520
389,02,ARUA,007,AYIVU COUNTY,05,MANIBE,40,OMBOKORO,02,ANDRUVU HILLS T/C,205,184,,389,389
390,02,ARUA,007,AYIVU COUNTY,05,MANIBE,40,OMBOKORO,03,OMBACI P/SCHOOL,474,418,,892,892
391,02,ARUA,007,AYIVU COUNTY,05,MANIBE,50,ROBU,01,ROBU,476,331,,807,807
392,02,ARUA,007,AYIVU COUNTY,05,MANIBE,50,ROBU,02,ROBUYIA T/C,118,108,,226,226
